cause,effect,nonident_cause,rescue_nodes,n_rescue_nodes
dksA,isrC,cross_scc_blocked,dksA,1
dksA,leuT,cross_scc_blocked,dksA,1
dksA,livJ,cross_scc_blocked,dksA,1
dksA,mutM,cross_scc_blocked,dksA,1
dksA,obgE,cross_scc_blocked,dksA,1
dksA,pcnB,cross_scc_blocked,dksA,1
dksA,pheM,cross_scc_blocked,dksA|fnr,2
dksA,proM,cross_scc_blocked,dksA,1
dksA,recG,cross_scc_blocked,dksA,1
flhD,fliP,cross_scc_blocked,flhD|fliZ,2
dksA,rimM,cross_scc_blocked,dksA,1
dksA,rplB,cross_scc_blocked,dksA,1
dksA,rplC,cross_scc_blocked,dksA,1
dksA,rplD,cross_scc_blocked,dksA,1
dksA,rplE,cross_scc_blocked,dksA|lrp,2
dksA,rplF,cross_scc_blocked,dksA|lrp,2
dksA,rplM,cross_scc_blocked,dksA,1
dksA,rplN,cross_scc_blocked,dksA|lrp,2
dksA,rplO,cross_scc_blocked,dksA|lrp,2
dksA,rplP,cross_scc_blocked,dksA,1
flhD,fliQ,cross_scc_blocked,flhD|fliZ,2
dksA,rplQ,cross_scc_blocked,dksA|rpoD,2
dksA,rplR,cross_scc_blocked,dksA|lrp,2
dksA,rplS,cross_scc_blocked,dksA,1
dksA,rplT,cross_scc_blocked,dksA,1
dksA,rplU,cross_scc_blocked,dksA,1
dksA,rplV,cross_scc_blocked,dksA,1
dksA,rplW,cross_scc_blocked,dksA,1
dksA,rplX,cross_scc_blocked,dksA|lrp,2
dksA,rplY,cross_scc_blocked,dksA|rpoD,2
dksA,rpmA,cross_scc_blocked,dksA,1
flhD,fliR,cross_scc_blocked,flhD|fliZ,2
dksA,rpmC,cross_scc_blocked,dksA,1
dksA,rpmD,cross_scc_blocked,dksA|lrp,2
dksA,rpmI,cross_scc_blocked,dksA,1
dksA,rpmJ,cross_scc_blocked,dksA|lrp,2
dksA,rpoA,cross_scc_blocked,dksA|rpoD,2
dksA,rpoD,two_cycle,dksA,1
dksA,rpoE,same_scc_long,dksA,1
dksA,rpoS,same_scc_long,dksA,1
dksA,rpoZ,cross_scc_blocked,dksA,1
dksA,rpsA,same_scc_long,dksA,1
flhD,fliS,cross_scc_blocked,flhD|fliZ,2
dksA,rpsC,cross_scc_blocked,dksA,1
dksA,rpsD,cross_scc_blocked,dksA|rpoD,2
dksA,rpsE,cross_scc_blocked,dksA|lrp,2
dksA,rpsH,cross_scc_blocked,dksA|lrp,2
dksA,rpsI,cross_scc_blocked,dksA,1
dksA,rpsJ,cross_scc_blocked,dksA,1
dksA,rpsK,cross_scc_blocked,dksA|rpoD,2
dksA,rpsM,cross_scc_blocked,dksA|rpoD,2
dksA,rpsN,cross_scc_blocked,dksA|lrp,2
dksA,rpsP,cross_scc_blocked,dksA,1
flhD,fliT,cross_scc_blocked,flhD|fliZ,2
dksA,rpsQ,cross_scc_blocked,dksA,1
dksA,rpsS,cross_scc_blocked,dksA,1
dksA,rpsU,cross_scc_blocked,dksA|rpoD,2
dksA,rrfA,cross_scc_blocked,dksA,1
dksA,rrfB,cross_scc_blocked,dksA,1
dksA,rrfC,cross_scc_blocked,dksA,1
dksA,rrfD,cross_scc_blocked,dksA,1
dksA,rrfE,cross_scc_blocked,dksA,1
dksA,rrfF,cross_scc_blocked,dksA,1
dksA,rrfG,cross_scc_blocked,dksA,1
flhD,fliZ,two_cycle,flhD,1
dksA,rrfH,cross_scc_blocked,dksA,1
dksA,rrlA,cross_scc_blocked,dksA,1
dksA,rrlB,cross_scc_blocked,dksA,1
dksA,rrlC,cross_scc_blocked,dksA,1
dksA,rrlD,cross_scc_blocked,dksA,1
dksA,rrlE,cross_scc_blocked,dksA,1
dksA,rrlG,cross_scc_blocked,dksA,1
dksA,rrlH,cross_scc_blocked,dksA,1
dksA,rrsA,cross_scc_blocked,dksA,1
dksA,rrsB,cross_scc_blocked,dksA,1
flhD,fruB,cross_scc_blocked,flhD|fliZ,2
dksA,rrsC,cross_scc_blocked,dksA,1
dksA,rrsD,cross_scc_blocked,dksA,1
dksA,rrsE,cross_scc_blocked,dksA,1
dksA,rrsG,cross_scc_blocked,dksA,1
dksA,rrsH,cross_scc_blocked,dksA,1
dksA,rseA,cross_scc_blocked,dksA,1
dksA,rseB,cross_scc_blocked,dksA,1
dksA,rseC,cross_scc_blocked,dksA,1
dksA,secY,cross_scc_blocked,dksA|lrp,2
dksA,setA,cross_scc_blocked,dksA,1
acrR,mdtU,cross_scc_blocked,acrR,1
flhD,glpA,cross_scc_blocked,flhD|fliZ,2
dksA,sgrR,cross_scc_blocked,dksA|rpoD,2
dksA,sgrT,cross_scc_blocked,dksA,1
dksA,spoT,cross_scc_blocked,dksA|rpoD,2
dksA,talA,cross_scc_blocked,dksA,1
dksA,thiB,cross_scc_blocked,dksA|rpoD,2
dksA,thiP,cross_scc_blocked,dksA|rpoD,2
dksA,thiQ,cross_scc_blocked,dksA|rpoD,2
dksA,thrA,cross_scc_blocked,dksA,1
dksA,thrB,cross_scc_blocked,dksA|rpoD,2
dksA,thrC,cross_scc_blocked,dksA|rpoD,2
flhD,glpB,cross_scc_blocked,flhD|fliZ,2
dksA,thrL,cross_scc_blocked,dksA,1
dksA,thrS,cross_scc_blocked,dksA|nac,2
dksA,thrV,cross_scc_blocked,dksA,1
dksA,tktB,cross_scc_blocked,dksA,1
dksA,trmD,cross_scc_blocked,dksA,1
dksA,trmH,cross_scc_blocked,dksA|rpoD,2
dksA,tufA,cross_scc_blocked,dksA,1
dksA,yhbE,cross_scc_blocked,dksA,1
dksA,ytiC,cross_scc_blocked,dksA,1
dksA,ytiD,cross_scc_blocked,dksA,1
flhD,glpC,cross_scc_blocked,flhD|fliZ,2
exuR,exuR,self_loop,,0
exuR,lgoD,cross_scc_blocked,,0
exuR,lgoR,cross_scc_blocked,,0
exuR,uxuA,cross_scc_blocked,,0
exuR,uxuB,cross_scc_blocked,,0
exuR,uxuR,two_cycle,exuR,1
fis,acnB,cross_scc_blocked,fis,1
fis,acs,cross_scc_blocked,fis,1
fis,actP,cross_scc_blocked,fis,1
fis,adhE,cross_scc_blocked,fis,1
flhD,gltI,cross_scc_blocked,flhD|fliZ,2
fis,alaT,cross_scc_blocked,fis,1
fis,alaU,cross_scc_blocked,fis,1
fis,alaV,cross_scc_blocked,fis,1
fis,alaW,cross_scc_blocked,fis|rpoD,2
fis,alaX,cross_scc_blocked,fis|rpoD,2
fis,aldB,cross_scc_blocked,fis,1
fis,ansB,cross_scc_blocked,fis,1
fis,apaG,cross_scc_blocked,fis|rpoE,2
fis,apaH,cross_scc_blocked,fis|rpoE,2
fis,argU,cross_scc_blocked,fis,1
flhD,gltJ,cross_scc_blocked,flhD|fliZ,2
fis,argW,cross_scc_blocked,fis|rpoD,2
fis,argX,cross_scc_blocked,fis,1
fis,aspV,cross_scc_blocked,fis|rpoD,2
fis,bglB,cross_scc_blocked,fis,1
fis,bglF,cross_scc_blocked,fis,1
fis,bglG,cross_scc_blocked,fis,1
fis,carA,cross_scc_blocked,fis,1
fis,carB,cross_scc_blocked,fis,1
fis,cbpA,cross_scc_blocked,fis,1
fis,cbpM,cross_scc_blocked,fis,1
flhD,gltK,cross_scc_blocked,flhD|fliZ,2
fis,crp,two_cycle,fis,1
fis,cspA,same_scc_long,fis,1
fis,cyoA,cross_scc_blocked,fis,1
fis,cyoB,cross_scc_blocked,fis,1
fis,cyoC,cross_scc_blocked,fis,1
fis,cyoD,cross_scc_blocked,fis,1
fis,cyoE,cross_scc_blocked,fis,1
fis,cysG,cross_scc_blocked,fis,1
fis,deoA,cross_scc_blocked,fis,1
fis,deoB,cross_scc_blocked,fis,1
flhD,gltL,cross_scc_blocked,flhD|fliZ,2
fis,deoC,cross_scc_blocked,fis,1
fis,deoD,cross_scc_blocked,fis,1
fis,dmsA,cross_scc_blocked,fis,1
fis,dmsB,cross_scc_blocked,fis,1
fis,dmsC,cross_scc_blocked,fis,1
fis,dnaA,same_scc_long,fis,1
fis,dnaN,cross_scc_blocked,fis,1
fis,dps,cross_scc_blocked,fis,1
fis,dusB,cross_scc_blocked,fis,1
fis,fadA,cross_scc_blocked,fis,1
flhD,hydN,cross_scc_blocked,flhD|fliZ,2
fis,fadB,cross_scc_blocked,fis,1
fis,fau,cross_scc_blocked,fis,1
fis,fimA,cross_scc_blocked,fis,1
fis,fimC,cross_scc_blocked,fis,1
fis,fimD,cross_scc_blocked,fis,1
fis,fimF,cross_scc_blocked,fis,1
fis,fimG,cross_scc_blocked,fis,1
fis,fimH,cross_scc_blocked,fis,1
fis,fimI,cross_scc_blocked,fis,1
fis,fis,self_loop,,0
flhD,hypF,cross_scc_blocked,flhD|fliZ,2
fis,flxA,cross_scc_blocked,fis|fliA,2
fis,fumB,cross_scc_blocked,fis,1
fis,gadA,cross_scc_blocked,fis,1
fis,gadB,cross_scc_blocked,fis,1
fis,gadC,cross_scc_blocked,fis,1
fis,gadX,same_scc_long,fis,1
fis,glcC,cross_scc_blocked,fis,1
fis,glnA,cross_scc_blocked,fis,1
fis,glnG,same_scc_long,fis,1
fis,glnL,cross_scc_blocked,fis,1
flhD,iclR,cross_scc_blocked,flhD|fliZ,2
fis,glnQ,cross_scc_blocked,fis,1
fis,glnU,cross_scc_blocked,fis|rpoD,2
fis,glnV,cross_scc_blocked,fis|rpoD,2
fis,glnW,cross_scc_blocked,fis|rpoD,2
fis,glnX,cross_scc_blocked,fis|rpoD,2
fis,glpA,cross_scc_blocked,fis,1
fis,glpB,cross_scc_blocked,fis,1
fis,glpC,cross_scc_blocked,fis,1
fis,glpQ,cross_scc_blocked,fis,1
fis,glpT,cross_scc_blocked,fis,1
acrR,puuA,cross_scc_blocked,acrR,1
flhD,mdh,cross_scc_blocked,flhD|fliZ,2
fis,gltT,cross_scc_blocked,fis,1
fis,gltU,cross_scc_blocked,fis,1
fis,gltV,cross_scc_blocked,fis,1
fis,gltW,cross_scc_blocked,fis,1
fis,gltX,cross_scc_blocked,fis|rpoD,2
fis,glyT,cross_scc_blocked,fis|rpoD,2
fis,glyU,cross_scc_blocked,fis|rpoD,2
fis,grcA,cross_scc_blocked,fis,1
fis,guaA,cross_scc_blocked,fis,1
fis,guaB,cross_scc_blocked,fis,1
flhD,mglA,cross_scc_blocked,flhD|fliZ,2
fis,gyrA,cross_scc_blocked,fis,1
fis,gyrB,cross_scc_blocked,fis,1
fis,hisR,cross_scc_blocked,fis,1
fis,hlyE,cross_scc_blocked,fis,1
fis,hns,same_scc_long,fis,1
fis,hupA,cross_scc_blocked,fis,1
fis,hupB,cross_scc_blocked,fis,1
fis,hyaA,cross_scc_blocked,fis,1
fis,hyaB,cross_scc_blocked,fis,1
fis,hyaC,cross_scc_blocked,fis,1
flhD,mglB,cross_scc_blocked,flhD|fliZ,2
fis,hyaD,cross_scc_blocked,fis,1
fis,hyaE,cross_scc_blocked,fis,1
fis,hyaF,cross_scc_blocked,fis,1
fis,ileT,cross_scc_blocked,fis,1
fis,ileU,cross_scc_blocked,fis,1
fis,ileV,cross_scc_blocked,fis,1
fis,infB,cross_scc_blocked,fis,1
fis,katE,cross_scc_blocked,fis,1
fis,leuP,cross_scc_blocked,fis|rpoD,2
fis,leuQ,cross_scc_blocked,fis|rpoD,2
flhD,mglC,cross_scc_blocked,flhD|fliZ,2
fis,leuT,cross_scc_blocked,fis,1
fis,leuV,cross_scc_blocked,fis|rpoD,2
fis,leuW,cross_scc_blocked,fis|rpoD,2
fis,leuX,cross_scc_blocked,fis|rpoD,2
fis,lpd,cross_scc_blocked,fis,1
fis,lysT,cross_scc_blocked,fis|rpoD,2
fis,lysV,cross_scc_blocked,fis|rpoD,2
fis,lysW,cross_scc_blocked,fis|rpoD,2
fis,malE,cross_scc_blocked,fis,1
fis,malF,cross_scc_blocked,fis,1
flhD,napA,cross_scc_blocked,flhD|fliZ,2
fis,malG,cross_scc_blocked,fis,1
fis,marA,cross_scc_blocked,fis,1
fis,marB,cross_scc_blocked,fis,1
fis,marR,cross_scc_blocked,fis,1
fis,mazE,cross_scc_blocked,fis,1
fis,mazF,cross_scc_blocked,fis,1
fis,mazG,cross_scc_blocked,fis,1
fis,metT,cross_scc_blocked,fis,1
fis,metU,cross_scc_blocked,fis|rpoD,2
fis,metY,cross_scc_blocked,fis,1
flhD,napB,cross_scc_blocked,flhD|fliZ,2
fis,mglA,cross_scc_blocked,fis,1
fis,mglC,cross_scc_blocked,fis,1
fis,msrA,cross_scc_blocked,fis|nac,2
agaR,agaR,self_loop,,0
alaS,alaS,self_loop,,0
phoB,adiC,cross_scc_blocked,phoB,1
phoB,amn,cross_scc_blocked,nac|phoB,2
phoB,argP,scc_edge_dissolved,dnaA|phoB|rpoH,3
phoB,asr,cross_scc_blocked,phoB,1
phoB,cra,same_scc_long,phoB,1
flhD,napC,cross_scc_blocked,flhD|fliZ,2
phoB,cusA,cross_scc_blocked,phoB,1
phoB,cusB,cross_scc_blocked,phoB,1
phoB,cusC,cross_scc_blocked,phoB,1
phoB,cusF,cross_scc_blocked,phoB,1
phoB,cusR,cross_scc_blocked,phoB,1
phoB,cusS,cross_scc_blocked,phoB,1
phoB,eda,cross_scc_blocked,phoB,1
phoB,feaR,cross_scc_blocked,phoB,1
phoB,gadW,same_scc_long,phoB,1
phoB,gadX,same_scc_long,phoB,1
flhD,napD,cross_scc_blocked,flhD|fliZ,2
phoB,hiuH,cross_scc_blocked,phoB,1
phoB,msrP,cross_scc_blocked,phoB,1
phoB,msrQ,cross_scc_blocked,phoB,1
phoB,ompF,cross_scc_blocked,phoB,1
phoB,phnC,cross_scc_blocked,phoB|rpoD,2
phoB,phnD,cross_scc_blocked,phoB|rpoD,2
phoB,phnF,cross_scc_blocked,phoB|rpoD,2
phoB,phnG,cross_scc_blocked,phoB|rpoD,2
phoB,phnH,cross_scc_blocked,phoB|rpoD,2
phoB,phnI,cross_scc_blocked,phoB|rpoD,2
flhD,napF,cross_scc_blocked,flhD|fliZ,2
phoB,phnJ,cross_scc_blocked,phoB|rpoD,2
phoB,phnK,cross_scc_blocked,phoB|rpoD,2
phoB,phnL,cross_scc_blocked,phoB|rpoD,2
phoB,phnM,cross_scc_blocked,phoB|rpoD,2
phoB,phnN,cross_scc_blocked,phoB|rpoD,2
phoB,phnO,cross_scc_blocked,phoB|rpoD,2
phoB,phnP,cross_scc_blocked,phoB|rpoD,2
phoB,phoA,cross_scc_blocked,phoB,1
phoB,phoB,self_loop,,0
phoB,phoE,cross_scc_blocked,phoB|rpoD,2
flhD,napG,cross_scc_blocked,flhD|fliZ,2
phoB,phoH,cross_scc_blocked,phoB,1
phoB,phoQ,cross_scc_blocked,phoB,1
phoB,phoR,cross_scc_blocked,phoB|rpoD,2
phoB,phoU,cross_scc_blocked,phoB,1
phoB,pitB,cross_scc_blocked,phoB,1
phoB,prpR,cross_scc_blocked,phoB,1
phoB,psiE,cross_scc_blocked,phoB,1
phoB,psiF,cross_scc_blocked,phoB|rpoD,2
phoB,pstA,cross_scc_blocked,phoB,1
phoB,pstB,cross_scc_blocked,phoB,1
acrR,soxR,same_scc_long,acrR,1
flhD,napH,cross_scc_blocked,flhD|fliZ,2
phoB,pstC,cross_scc_blocked,phoB,1
phoB,pstS,cross_scc_blocked,phoB,1
phoB,rcdB,cross_scc_blocked,phoB|rpoN,2
phoB,sbcC,cross_scc_blocked,phoB|rpoD,2
phoB,sbcD,cross_scc_blocked,phoB,1
phoB,tktB,cross_scc_blocked,phoB,1
phoB,ugpA,cross_scc_blocked,phoB,1
phoB,ugpB,cross_scc_blocked,phoB,1
phoB,ugpC,cross_scc_blocked,phoB,1
phoB,ugpE,cross_scc_blocked,phoB,1
flhD,nfrB,cross_scc_blocked,flhD|fliZ,2
phoB,ugpQ,cross_scc_blocked,phoB,1
phoB,waaH,cross_scc_blocked,phoB|rpoD,2
phoB,yegH,cross_scc_blocked,nac|phoB,2
phoB,ytfK,cross_scc_blocked,phoB,1
alsR,alsR,self_loop,,0
mazE,mazE,self_loop,,0
mazE,mazF,two_cycle,mazE,1
mazE,mazG,cross_scc_blocked,,0
mazF,mazE,two_cycle,mazF,1
mazF,mazF,self_loop,,0
flhD,nrfA,cross_scc_blocked,flhD|fliZ,2
mazF,mazG,cross_scc_blocked,,0
araC,araC,self_loop,,0
arcA,aceA,cross_scc_blocked,arcA,1
arcA,aceB,cross_scc_blocked,arcA,1
arcA,aceE,cross_scc_blocked,arcA,1
arcA,aceF,cross_scc_blocked,arcA,1
arcA,aceK,cross_scc_blocked,arcA,1
arcA,ackA,cross_scc_blocked,arcA,1
arcA,acnA,cross_scc_blocked,arcA,1
arcA,acnB,cross_scc_blocked,arcA,1
flhD,nrfB,cross_scc_blocked,flhD|fliZ,2
arcA,acpP,cross_scc_blocked,arcA,1
arcA,aldA,cross_scc_blocked,arcA,1
arcA,appA,cross_scc_blocked,arcA,1
arcA,appB,cross_scc_blocked,arcA,1
arcA,appC,cross_scc_blocked,arcA,1
arcA,appX,cross_scc_blocked,arcA,1
arcA,appY,cross_scc_blocked,arcA,1
arcA,arcA,self_loop,,0
arcA,argR,same_scc_long,arcA,1
arcA,argT,cross_scc_blocked,arcA,1
flhD,nrfC,cross_scc_blocked,flhD|fliZ,2
arcA,betA,cross_scc_blocked,arcA,1
arcA,betB,cross_scc_blocked,arcA,1
arcA,betI,cross_scc_blocked,arcA,1
arcA,betT,cross_scc_blocked,arcA,1
arcA,cadA,cross_scc_blocked,arcA,1
arcA,cadB,cross_scc_blocked,arcA,1
arcA,caiA,cross_scc_blocked,arcA,1
arcA,caiB,cross_scc_blocked,arcA,1
arcA,caiC,cross_scc_blocked,arcA,1
arcA,caiD,cross_scc_blocked,arcA,1
flhD,nrfD,cross_scc_blocked,flhD|fliZ,2
arcA,caiE,cross_scc_blocked,arcA,1
arcA,caiT,cross_scc_blocked,arcA,1
arcA,carA,cross_scc_blocked,arcA,1
arcA,citC,cross_scc_blocked,arcA,1
arcA,citD,cross_scc_blocked,arcA,1
arcA,citE,cross_scc_blocked,arcA,1
arcA,citF,cross_scc_blocked,arcA,1
arcA,citG,cross_scc_blocked,arcA,1
arcA,citX,cross_scc_blocked,arcA,1
arcA,cycA,cross_scc_blocked,arcA,1
flhD,nrfE,cross_scc_blocked,flhD|fliZ,2
arcA,cydA,cross_scc_blocked,arcA,1
arcA,cydB,cross_scc_blocked,arcA,1
arcA,cydC,cross_scc_blocked,arcA,1
arcA,cydD,cross_scc_blocked,arcA,1
arcA,cyoA,cross_scc_blocked,arcA,1
arcA,cyoB,cross_scc_blocked,arcA,1
arcA,cyoC,cross_scc_blocked,arcA,1
arcA,cyoD,cross_scc_blocked,arcA,1
arcA,cyoE,cross_scc_blocked,arcA,1
arcA,dctA,cross_scc_blocked,arcA,1
flhD,nrfF,cross_scc_blocked,flhD|fliZ,2
arcA,dcuA,cross_scc_blocked,arcA,1
arcA,dcuB,cross_scc_blocked,arcA,1
arcA,dcuC,cross_scc_blocked,arcA,1
arcA,dpiA,cross_scc_blocked,arcA,1
arcA,dpiB,cross_scc_blocked,arcA,1
arcA,dppA,cross_scc_blocked,arcA,1
arcA,fadA,cross_scc_blocked,arcA,1
fis,mtlA,cross_scc_blocked,fis,1
fis,mtlD,cross_scc_blocked,fis,1
fis,mtlR,cross_scc_blocked,fis,1
flhD,nrfG,cross_scc_blocked,flhD|fliZ,2
fis,nanA,cross_scc_blocked,fis,1
fis,nanE,cross_scc_blocked,fis,1
fis,nanK,cross_scc_blocked,fis,1
fis,nanQ,cross_scc_blocked,fis,1
fis,nanT,cross_scc_blocked,fis,1
fis,narG,cross_scc_blocked,fis,1
fis,narH,cross_scc_blocked,fis,1
fis,narI,cross_scc_blocked,fis,1
fis,narJ,cross_scc_blocked,fis,1
fis,narK,cross_scc_blocked,fis,1
flhD,pdeH,cross_scc_blocked,flhD|fliZ,2
fis,ndh,cross_scc_blocked,fis,1
fis,nirB,cross_scc_blocked,fis,1
fis,nirC,cross_scc_blocked,fis,1
fis,nirD,cross_scc_blocked,fis,1
fis,nrdA,cross_scc_blocked,fis,1
fis,nrdB,cross_scc_blocked,fis,1
fis,nrfA,cross_scc_blocked,fis,1
fis,nrfB,cross_scc_blocked,fis,1
fis,nrfC,cross_scc_blocked,fis,1
fis,nrfD,cross_scc_blocked,fis,1
acrR,soxS,same_scc_long,acrR,1
flhD,pfkA,cross_scc_blocked,flhD|fliZ,2
fis,nrfE,cross_scc_blocked,fis,1
fis,nrfF,cross_scc_blocked,fis,1
fis,nrfG,cross_scc_blocked,fis,1
fis,nuoA,cross_scc_blocked,fis,1
fis,nuoB,cross_scc_blocked,fis,1
fis,nuoC,cross_scc_blocked,fis,1
fis,nuoE,cross_scc_blocked,fis,1
fis,nuoF,cross_scc_blocked,fis,1
fis,nuoG,cross_scc_blocked,fis,1
fis,nuoH,cross_scc_blocked,fis,1
flhD,ppdA,cross_scc_blocked,flhD|fliZ,2
fis,nuoI,cross_scc_blocked,fis,1
fis,nuoJ,cross_scc_blocked,fis,1
fis,nuoK,cross_scc_blocked,fis,1
fis,nuoL,cross_scc_blocked,fis,1
fis,nuoM,cross_scc_blocked,fis,1
fis,nuoN,cross_scc_blocked,fis,1
fis,nusA,cross_scc_blocked,fis,1
fis,ogt,cross_scc_blocked,fis,1
fis,osmE,cross_scc_blocked,fis,1
fis,osmY,cross_scc_blocked,fis,1
flhD,ppdB,cross_scc_blocked,flhD|fliZ,2
fis,patA,cross_scc_blocked,fis,1
fis,pdxA,cross_scc_blocked,fis|rpoE,2
fis,pflB,cross_scc_blocked,fis,1
fis,pheU,cross_scc_blocked,fis|rpoD,2
fis,pheV,cross_scc_blocked,fis|rpoD,2
fis,pnp,cross_scc_blocked,fis,1
fis,proK,cross_scc_blocked,fis|rpoD,2
fis,proL,cross_scc_blocked,fis|rpoD,2
fis,proM,cross_scc_blocked,fis,1
fis,proP,cross_scc_blocked,fis,1
flhD,ppdC,cross_scc_blocked,flhD|fliZ,2
fis,ptsG,cross_scc_blocked,fis,1
fis,pyrD,cross_scc_blocked,fis,1
fis,rbfA,cross_scc_blocked,fis,1
fis,recF,cross_scc_blocked,fis,1
fis,rimP,cross_scc_blocked,fis,1
fis,rnpB,cross_scc_blocked,fis,1
fis,rplM,cross_scc_blocked,fis,1
fis,rpsI,cross_scc_blocked,fis,1
fis,rpsO,cross_scc_blocked,fis,1
fis,rrfA,cross_scc_blocked,fis,1
flhD,ptsH,cross_scc_blocked,flhD|fliZ,2
fis,rrfB,cross_scc_blocked,fis,1
fis,rrfC,cross_scc_blocked,fis,1
fis,rrfD,cross_scc_blocked,fis,1
fis,rrfE,cross_scc_blocked,fis,1
fis,rrfF,cross_scc_blocked,fis,1
fis,rrfG,cross_scc_blocked,fis,1
fis,rrfH,cross_scc_blocked,fis,1
fis,rrlA,cross_scc_blocked,fis,1
fis,rrlB,cross_scc_blocked,fis,1
fis,rrlC,cross_scc_blocked,fis,1
flhD,recC,cross_scc_blocked,flhD|fliZ,2
fis,rrlD,cross_scc_blocked,fis,1
fis,rrlE,cross_scc_blocked,fis,1
fis,rrlG,cross_scc_blocked,fis,1
fis,rrlH,cross_scc_blocked,fis,1
fis,rrsA,cross_scc_blocked,fis,1
fis,rrsB,cross_scc_blocked,fis,1
fis,rrsC,cross_scc_blocked,fis,1
fis,rrsD,cross_scc_blocked,fis,1
fis,rrsE,cross_scc_blocked,fis,1
fis,rrsG,cross_scc_blocked,fis,1
flhD,setB,cross_scc_blocked,flhC|flhD|fliZ,3
fis,rrsH,cross_scc_blocked,fis,1
fis,rsmA,cross_scc_blocked,fis|rpoE,2
fis,serT,cross_scc_blocked,fis|rpoD,2
fis,serX,cross_scc_blocked,fis|rpoD,2
fis,sra,cross_scc_blocked,fis,1
fis,ssrS,cross_scc_blocked,fis,1
fis,thrT,cross_scc_blocked,fis|rpoD,2
fis,thrU,cross_scc_blocked,fis|rpoD,2
fis,thrV,cross_scc_blocked,fis,1
fis,thrW,cross_scc_blocked,fis|rpoD,2
flhD,tcyJ,cross_scc_blocked,flhD|fliZ,2
fis,tolB,cross_scc_blocked,fis|nac,2
fis,topA,cross_scc_blocked,fis,1
fis,tpr,cross_scc_blocked,fis|rpoD,2
fis,trg,cross_scc_blocked,fis,1
fis,trmA,cross_scc_blocked,fis|rpoH,2
fis,truB,cross_scc_blocked,fis,1
fis,tufB,cross_scc_blocked,fis|rpoD,2
fis,tyrT,cross_scc_blocked,fis|rpoD,2
fis,tyrU,cross_scc_blocked,fis|rpoD,2
fis,tyrV,cross_scc_blocked,fis|rpoD,2
flhD,ycgR,cross_scc_blocked,flhD|fliZ,2
fis,valT,cross_scc_blocked,fis|rpoD,2
fis,valU,cross_scc_blocked,fis|rpoD,2
fis,valX,cross_scc_blocked,fis|rpoD,2
fis,valY,cross_scc_blocked,fis|rpoD,2
fis,xylF,cross_scc_blocked,fis,1
fis,xylG,cross_scc_blocked,fis,1
fis,xylH,cross_scc_blocked,fis,1
fis,xylR,cross_scc_blocked,fis,1
fis,yeaR,cross_scc_blocked,fis,1
fis,yfaE,cross_scc_blocked,fis,1
flhD,yecR,cross_scc_blocked,flhD|fliZ,2
fis,yjcH,cross_scc_blocked,fis,1
fis,yoaG,cross_scc_blocked,fis,1
frlR,frlR,self_loop,,0
fucR,fucR,self_loop,,0
fur,actP,cross_scc_blocked,fur,1
fur,amtB,cross_scc_blocked,fur,1
fur,ansB,cross_scc_blocked,fur,1
fur,araB,cross_scc_blocked,fur,1
fur,argF,cross_scc_blocked,fur,1
fur,argG,cross_scc_blocked,fur,1
accD,accA,two_cycle,accD,1
flhC,aceB,cross_scc_blocked,flhC|fliZ,2
flhD,ygbK,cross_scc_blocked,flhD|fliZ,2
fur,aspC,cross_scc_blocked,fur,1
fur,bfd,cross_scc_blocked,fur|nac,2
fur,cadC,cross_scc_blocked,fur,1
fur,cirA,cross_scc_blocked,fur,1
fur,cusC,cross_scc_blocked,fur,1
fur,cyoA,cross_scc_blocked,fur,1
fur,cyoB,cross_scc_blocked,fur,1
fur,cyoC,cross_scc_blocked,fur,1
fur,cyoD,cross_scc_blocked,fur,1
fur,cyoE,cross_scc_blocked,fur,1
flhD,ygdB,cross_scc_blocked,flhD|fliZ,2
fur,dmsA,cross_scc_blocked,fur,1
fur,dmsB,cross_scc_blocked,fur,1
fur,dmsC,cross_scc_blocked,fur,1
fur,dppB,cross_scc_blocked,fur,1
fur,dppC,cross_scc_blocked,fur,1
fur,dppD,cross_scc_blocked,fur,1
fur,dppF,cross_scc_blocked,fur,1
fur,eamA,cross_scc_blocked,fur,1
fur,entA,cross_scc_blocked,fur,1
fur,entB,cross_scc_blocked,fur,1
flhD,ymdA,cross_scc_blocked,flhD|fliZ,2
fur,entC,cross_scc_blocked,fur,1
fur,entD,cross_scc_blocked,fur,1
fur,entE,cross_scc_blocked,fur,1
fur,entF,cross_scc_blocked,fur,1
fur,entH,cross_scc_blocked,fur,1
fur,entS,cross_scc_blocked,fur|rpoD,2
fur,erpA,cross_scc_blocked,fur|rpoD,2
fur,exbB,cross_scc_blocked,fur,1
fur,exbD,cross_scc_blocked,fur|rpoD,2
fur,fecA,cross_scc_blocked,fur,1
flhD,ymdB,cross_scc_blocked,flhC|flhD|fliZ,3
fur,fecB,cross_scc_blocked,fur,1
fur,fecC,cross_scc_blocked,fur,1
fur,fecD,cross_scc_blocked,fur,1
fur,fecE,cross_scc_blocked,fur,1
fur,fecI,cross_scc_blocked,fur,1
fur,fecR,cross_scc_blocked,fur,1
fur,feoA,cross_scc_blocked,fur,1
fur,feoB,cross_scc_blocked,fur,1
fur,feoC,cross_scc_blocked,fur,1
fur,fepA,cross_scc_blocked,fur,1
marA,acnA,cross_scc_blocked,rob,1
fur,fepB,cross_scc_blocked,fur,1
